,X,Y,OBJECTID,FIRE_ID,FIRE_NAME,ASMNT_TYPE,FIRE_TYPE,NODATA_THRESHOLD,GREENNESS_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,IG_DATE,LATITUDE,LONGITUDE,ACRES,IRWINID,MAP_ID,MAP_PROG,PERIM_ID,DNBR_OFFST,DNBR_STDDV,COMMENTS,PRE_ID,POST_ID,state_fips,county_fips,fips,county_name,population
179,-120.437115201,35.121790393,832156,CA3512212043719870825,BAR-4-L BOYSEN RI,Extended,Prescribed Fire,-970,-150,20,275,550,1987/08/25 00:00:00+00,35.122,-120.437,1481,,5771,MTBS,,32,-9999,,504203619860729,504203619880531,6,79,6079,"San Luis Obispo County, California",282424
180,-119.590627189,37.810342844,832157,CA3781011959119870801,UNNAMED,Extended,Prescribed Fire,-970,-150,100,331,600,1987/08/01 00:00:00+00,37.81,-119.591,1319,,5772,MTBS,,21,-9999,Hard to determine fire perimeter,504203419860729,504203419880803,6,43,6043,"Mariposa County, California",17131
181,-118.680003807,35.128052667,832158,CA3512811868019870911,UNNAMED,Initial,Wildfire,-970,-150,105,180,315,1987/09/11 00:00:00+00,35.128,-118.68,3285,,5773,MTBS,,29,-9999,,504103619850921,504103619870927,6,29,6029,"Kern County, California",909235
182,-118.731434743,35.166940452,832159,CA3516711873119870911,UNNAMED,Initial,Wildfire,-970,-150,65,300,9999,1987/09/11 00:00:00+00,35.167,-118.731,1219,,5774,MTBS,,-11,-9999,,504103619850921,504103619870927,6,29,6029,"Kern County, California",909235
183,-118.751697958,35.106550748,832160,CA3510711875219870505,UNNAMED,Initial,Wildfire,-970,-150,50,300,9999,1987/05/05 00:00:00+00,35.107,-118.752,2437,,5775,MTBS,,-61,-9999,,504103619860519,504103619870506,6,29,6029,"Kern County, California",909235
184,-119.320392952,36.898755868,832161,CA3689911932019870801,UNNAMED,Initial,Wildfire,-970,-150,165,366,620,1987/08/01 00:00:00+00,36.899,-119.32,2273,,5776,MTBS,,45,-9999,Hard to determine fire perimeter,504203419860729,504203419870801,6,19,6019,"Fresno County, California",1008654
185,-122.77508294,38.95821474,832162,CA3895812277519870416,UNNAMED,Extended,Wildfire,-970,-150,120,231,400,1987/04/16 00:00:00+00,38.958,-122.775,1789,,5777,MTBS,504503319870705,38,-9999,,504503319850715,504503319880707,6,33,6033,"Lake County, California",68163
186,-120.290275002,36.299686055,832163,CA3630012029019870514,STATECA 17,Initial,Wildfire,-970,-150,90,9999,9999,1987/05/14 00:00:00+00,36.3,-120.29,2170,,5778,MTBS,,-32,-9999,,504303519850802,504303519870707,6,19,6019,"Fresno County, California",1008654
187,-117.018241951,32.89131877,832164,CA3289011701019870618,ASSIST 79,Extended,Wildfire,-970,-150,100,223,400,1987/06/18 00:00:00+00,32.89,-117.01,2049,,5779,MTBS,,60,-9999,Assist  79  used July 2  1987 Landsat 5 image to create the fire perimeter.,504003719860613,504003719880704,6,73,6073,"San Diego County, California",3298634
188,-120.444940789,36.232510354,832165,CA3623312044519870519,NUNEZ,Initial,Wildfire,-970,-150,150,188,300,1987/05/19 00:00:00+00,36.233,-120.445,1584,,5780,MTBS,,4,-9999,,504303519850802,504303519870707,6,19,6019,"Fresno County, California",1008654
189,-119.391324445,36.845648365,832166,CA3684611939119870831,RED MOUNTAIN,Initial,Wildfire,-970,-150,85,299,550,1987/08/31 00:00:00+00,36.846,-119.391,4351,,5781,MTBS,,3,-9999,,504203419850811,504203419870918,6,19,6019,"Fresno County, California",1008654
190,-123.526444971,41.755631709,832167,CA4175612352619870830,TEN BALD,Extended,Wildfire,-970,-150,110,308,550,1987/08/30 00:00:00+00,41.756,-123.526,19635,,5782,MTBS,,33,-9999,,504603119860725,504603119880730,6,93,6093,"Siskiyou County, California",44076
191,-121.169278262,41.407468395,832168,CA4139712116519870831,LIGHTNING 120 (CRANK),Extended,Wildfire,-970,-150,110,378,680,1987/08/31 00:00:00+00,41.397,-121.165,3546,,5784,MTBS,,11,-9999,,504403119860711,504403119880716,6,49,6049,"Modoc County, California",8700
192,-121.077434348,39.682544027,832169,CA3968312107719870831,ASSIST P.N.F.,Extended,Wildfire,-970,-150,150,390,675,1987/08/31 00:00:00+00,39.683,-121.077,1234,,5785,MTBS,,2,-9999,Assist P.N.F,504403219870730,504403219880801,6,63,6063,"Plumas County, California",19790
193,-117.042473018,33.180867453,832170,CA3318111704219871004,GRADE,Extended,Wildfire,-970,-150,0,278,570,1987/10/04 00:00:00+00,33.181,-117.042,2210,,5786,MTBS,504003719880501,-39,-9999,,504003719870702,504003719880704,6,73,6073,"San Diego County, California",3298634
194,-117.220934189,33.608790577,832171,CA3360911722119871003,ANTELOPE,Extended,Wildfire,-970,-150,100,170,300,1987/10/03 00:00:00+00,33.609,-117.221,3238,,5788,MTBS,,18,-9999,,504003719860613,504003719880704,6,65,6065,"Riverside County, California",2418185
195,-121.35538636,37.513432801,832172,CA3751312135519870507,GERBER,Initial,Wildfire,-970,-150,140,190,310,1987/05/07 00:00:00+00,37.513,-121.355,1398,,5789,MTBS,,44,-9999,,504303419860805,504303419870723,6,99,6099,"Stanislaus County, California",552878
196,-120.3468937,35.040522953,832173,CA3504112034719870505,SLU-0864,Extended,Wildfire,-970,-150,20,264,530,1987/05/05 00:00:00+00,35.041,-120.347,3546,,5790,MTBS,,38,-9999,,504203619860729,504203619880531,6,79,6079,"San Luis Obispo County, California",282424
197,-119.173314442,34.319093281,832174,CA3431911917319871111,PEPPERTREE CONTROLLE,Extended,Wildfire,-970,-150,0,197,420,1987/11/11 00:00:00+00,34.319,-119.173,1242,,5791,MTBS,,56,-9999,Edited Ca. Dept. Foorestry perimeter,504103619870420,504103619880609,6,111,6111,"Ventura County, California",843843
198,-120.061595472,39.679671114,832217,CA3968012006219870613,BALLS CANYON 2,Initial,Wildfire,-970,-150,115,229,400,1987/06/13 00:00:00+00,39.68,-120.062,1285,,5842,MTBS,,44,-9999,,504303219850717,504303219870707,6,91,6091,"Sierra County, California",3236
199,-119.82211869,38.789013491,832218,CA3878911982219870729,ACORN,Extended,Wildfire,-970,-150,75,268,500,1987/07/29 00:00:00+00,38.789,-119.822,6341,,5843,MTBS,504303319870824,25,-9999,0,504303319870723,504303319880709,6,3,6003,"Alpine County, California",1204
200,-118.555200077,34.593853117,832220,CA3459411855519870920,RUBY,Extended,Wildfire,-970,-150,20,375,650,1987/09/20 00:00:00+00,34.594,-118.555,10001,,5845,MTBS,,-71,-9999,Used 09/27/87 scene to edit Ca. Dept. Forestry perimeter,504103619870420,504103619880609,6,37,6037,"Los Angeles County, California",10014009
201,-116.929186946,33.344776228,832221,CA3334511692919871003,PALOMAR,Extended,Wildfire,-970,-150,100,304,550,1987/10/03 00:00:00+00,33.345,-116.929,10256,,5847,MTBS,,25,-9999,,504003719860613,504003719880704,6,73,6073,"San Diego County, California",3298634
202,-118.91426229,37.612677868,832222,CA3761311891419870830,LAUREL,Extended,Wildfire,-970,-150,110,316,565,1987/08/30 00:00:00+00,37.613,-118.914,1120,,5848,MTBS,,6,-9999,,504203419870801,504203419880803,6,51,6051,"Mono County, California",13195
203,-123.313749687,41.367911805,832223,CA4141212331619870830,YELLOW 2,Extended,Wildfire,-970,-90,120,398,710,1987/08/30 00:00:00+00,41.412,-123.316,53626,,5849,MTBS,,49,-9999,,504603119860725,504603119880730,6,93,6093,"Siskiyou County, California",44076
204,-123.190510591,41.108304626,832224,CA4110812319119870830,ST.CLAIRE,Extended,Wildfire,-970,-150,92,315,575,1987/08/30 00:00:00+00,41.111,-123.184,8548,,5850,MTBS,,18,43,St. Claire.  Southern Border with China fire from CDF perimeters,504503219870806,504503219880808,6,93,6093,"Siskiyou County, California",44076
205,-123.210769634,41.239400397,832225,CA4123912321119870830,GLASGOW,Extended,Wildfire,-970,-150,120,366,650,1987/08/30 00:00:00+00,41.239,-123.211,13496,,5851,MTBS,,68,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
206,-123.288832523,41.193058583,832226,CA4119312328919870830,HOTELLING,Extended,Wildfire,-970,-150,120,393,700,1987/08/30 00:00:00+00,41.193,-123.289,17616,,5852,MTBS,,68,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
207,-123.220206438,41.898033178,832227,CA4189812322019870830,FORT COPPER,Extended,Wildfire,-970,-150,100,315,570,1987/08/30 00:00:00+00,41.898,-123.22,36333,,5853,MTBS,,0,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
208,-122.831119228,41.792777637,832228,CA4179312283119870830,BEARCAT,Extended,Wildfire,-970,-150,110,289,514,1987/08/30 00:00:00+00,41.793,-122.831,2860,,5854,MTBS,,21,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
209,-123.143638617,41.656438563,832229,CA4165612314419870830,KELSEY,Extended,Wildfire,-970,-150,110,292,520,1987/08/30 00:00:00+00,41.656,-123.144,3685,,5855,MTBS,,10,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
210,-123.558704401,41.851198113,832230,CA4184912355119870830,ELK LICK,Extended,Wildfire,-970,-150,95,348,635,1987/08/30 00:00:00+00,41.849,-123.551,1451,,5856,MTBS,,15,-9999,,504603119860725,504603119880730,6,93,6093,"Siskiyou County, California",44076
211,-123.096086982,41.351051152,832231,CA4135112309619870831,NIELON,Extended,Wildfire,-970,-150,105,333,600,1987/08/31 00:00:00+00,41.351,-123.096,1552,,5857,MTBS,,34,-9999,,504603119860725,504603119880730,6,93,6093,"Siskiyou County, California",44076
212,-123.283730363,41.758482082,832232,CA4175812328419870830,GULCH,Extended,Wildfire,-970,-150,120,350,620,1987/08/30 00:00:00+00,41.758,-123.284,10973,,5858,MTBS,,17,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
213,-123.39429999,41.929532671,832233,CA4193012339419870830,THOMPSON,Extended,Wildfire,-970,-150,100,342,620,1987/08/30 00:00:00+00,41.93,-123.394,5153,,5859,MTBS,,5,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
214,-123.274343748,41.817346767,832234,CA4181712327419870830,CHINA,Extended,Wildfire,-970,-150,115,388,695,1987/08/30 00:00:00+00,41.817,-123.274,2941,,5860,MTBS,,68,-9999,,504603119860725,504603119880730,6,93,6093,"Siskiyou County, California",44076
215,-123.347657749,41.833652569,832235,CA4183412334819870830,SLATER,Extended,Wildfire,-970,-150,90,381,700,1987/08/30 00:00:00+00,41.834,-123.348,5845,,5861,MTBS,,68,-9999,,504603119860725,504603119880730,6,93,6093,"Siskiyou County, California",44076
216,-123.388541457,41.638345522,832236,CA4163812338919870830,KING TITUS,Extended,Wildfire,-970,-150,120,366,650,1987/08/30 00:00:00+00,41.638,-123.389,71390,,5862,MTBS,,22,-9999,cougar 2 FS-505-312-870830 lies inside this fire  edited CA perimeter,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
217,-123.179793679,41.748489428,832237,CA4174812318019870901,LAKE,Extended,Wildfire,-970,-150,100,331,600,1987/09/01 00:00:00+00,41.748,-123.18,18425,,5863,MTBS,,50,-9999,,504603119870712,504603119880730,6,93,6093,"Siskiyou County, California",44076
218,-121.426270917,40.780469751,832238,CA4078012142619870831,LOST,Extended,Wildfire,-970,-150,75,335,625,1987/08/31 00:00:00+00,40.78,-121.426,23599,,5864,MTBS,,26,-9999,Lost Fire,504403219870730,504403219880801,6,89,6089,"Shasta County, California",182155
219,-119.15179054,34.663912985,832239,CA3466411915219871002,FISH,Extended,Wildfire,-970,-150,120,247,430,1987/10/02 00:00:00+00,34.664,-119.152,4052,,5865,MTBS,,-4,-9999,,504203619860729,504203619880531,6,111,6111,"Ventura County, California",843843
220,-122.770757326,39.35252556,832240,CA3935312277119870901,FOUTS,Extended,Wildfire,-970,-150,170,336,560,1987/09/01 00:00:00+00,39.353,-122.771,16892,,5866,MTBS,,47,-9999,,504503319850715,504503319880707,6,33,6033,"Lake County, California",68163
221,-123.038968796,39.542280384,832241,CA3954212303919870831,MENDENHALL,Extended,Wildfire,-970,-150,170,303,500,1987/08/31 00:00:00+00,39.542,-123.039,54162,,5868,MTBS,,38,-9999,,504503319850715,504503319880707,6,45,6045,"Mendocino County, California",91601
222,-123.074656009,39.417239694,832242,CA3941712307519870929,LAUDER,Extended,Wildfire,-970,-150,150,350,600,1987/09/29 00:00:00+00,39.417,-123.075,2040,,5869,MTBS,,36,-9999,,504503319850715,504503319880707,6,45,6045,"Mendocino County, California",91601
223,-121.32247433,41.464938555,832243,CA4146512132219870715,QUAKING,Extended,Wildfire,-970,-150,80,324,600,1987/07/15 00:00:00+00,41.465,-121.322,4417,,5870,MTBS,,14,-9999,,504403119860711,504403119880716,6,49,6049,"Modoc County, California",8700
224,-123.55531759,40.588405937,832244,CA4058812355519870830,BLAKE,Extended,Wildfire,-970,-150,100,304,550,1987/08/30 00:00:00+00,40.588,-123.555,1522,,5871,MTBS,,13,-9999,Blake,504603219870829,504603219880831,6,23,6023,"Humboldt County, California",136463
225,-123.224562233,40.091949712,832245,CA4009212322519870831,TRAVIS,Extended,Wildfire,-970,-150,140,373,650,1987/08/31 00:00:00+00,40.092,-123.225,11565,,5872,MTBS,,26,-9999,Travis,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
226,-120.305217184,40.108100812,832246,CA4010812030519870830,CLARK,Extended,Wildfire,-970,-150,125,260,450,1987/08/30 00:00:00+00,40.108,-120.305,39194,,5873,MTBS,,26,-9999,Northeast border from CA state fire perimeter,504303219870707,504303219880709,6,63,6063,"Plumas County, California",19790
227,-117.442968881,34.271446815,832247,CA3427111744319870531,TRUCK,Extended,Wildfire,-970,-150,50,272,525,1987/05/31 00:00:00+00,34.271,-117.443,1084,,5874,MTBS,,-15,-9999,,504003619860613,504003619880704,6,71,6071,"San Bernardino County, California",2181654
228,-117.176803664,34.325609881,832248,CA3432611717719870823,JEEP,Extended,Wildfire,-970,-150,75,201,375,1987/08/23 00:00:00+00,34.326,-117.177,1527,,5875,MTBS,,37,-9999,Jeep,504003619860613,504003619880704,6,71,6071,"San Bernardino County, California",2181654
229,-122.742718926,41.190868655,832249,CA4119812272519870831,DOE,Extended,Wildfire,-970,-150,160,424,730,1987/08/31 00:00:00+00,41.198,-122.725,2463,,5876,MTBS,,22,-9999,,504503119860819,504503119880707,6,105,6105,"Trinity County, California",16112
230,-122.91477447,40.091124596,832250,CA4009112291519870902,LAZYMAN,Extended,Wildfire,-970,-150,125,351,620,1987/09/02 00:00:00+00,40.091,-122.915,1497,,5877,MTBS,,13,-9999,Lazyman,504503219870806,504503219880808,6,103,6103,"Tehama County, California",65829
231,-123.199671234,40.482922291,832251,CA4048312320019870830,PEANUT,Extended,Wildfire,-970,-150,130,369,650,1987/08/30 00:00:00+00,40.483,-123.2,6064,,5878,MTBS,,14,-9999,Peanut,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
232,-123.307332664,40.500912442,832252,CA4050112330719870830,FRIENDLY,Extended,Wildfire,-970,-150,140,373,650,1987/08/30 00:00:00+00,40.501,-123.307,3474,,5879,MTBS,,30,-9999,Friendly,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
233,-123.398019071,40.52738697,832253,CA4052712339819870830,COLD,Extended,Wildfire,-970,-150,140,373,650,1987/08/30 00:00:00+00,40.527,-123.398,14801,,5880,MTBS,,46,-9999,Cold   Southern Boundary with Wallow fire from CDF perimeters,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
234,-123.465607477,40.658132233,832254,CA4065812346619870830,GULCH,Extended,Wildfire,-970,-150,150,363,625,1987/08/30 00:00:00+00,40.658,-123.466,6552,,5881,MTBS,,36,-9999,Gulch,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
235,-123.467148668,40.577603002,832255,CA4057812346719870830,JESSIE,Extended,Wildfire,-970,-150,130,369,650,1987/08/30 00:00:00+00,40.578,-123.467,3489,,5882,MTBS,,33,-9999,Jessie,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
236,-123.388129409,40.605829801,832256,CA4060612338819870830,TRINITY,Extended,Wildfire,-970,-150,125,368,650,1987/08/30 00:00:00+00,40.606,-123.388,1341,,5883,MTBS,,17,-9999,Trinity,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
237,-123.397017135,40.654356457,832257,CA4065412339719870830,BEAR,Extended,Wildfire,-970,-150,150,363,625,1987/08/30 00:00:00+00,40.654,-123.397,5270,,5884,MTBS,,24,-9999,Bear  western edge not distinct,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
238,-123.339074098,40.403515898,832258,CA4040412333919870830,FLUME,Extended,Wildfire,-970,-150,130,369,650,1987/08/30 00:00:00+00,40.404,-123.339,12198,,5885,MTBS,,24,-9999,Flume  Northern border with Wallow fire from CDF perimeters,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
239,-123.397755349,40.448032587,832259,CA4044812339819870830,WALLOW,Extended,Wildfire,-970,-150,130,369,650,1987/08/30 00:00:00+00,40.448,-123.398,3425,,5886,MTBS,,33,-9999,Wallow  Used CDF preimeter for boundary w/Flume to south and w/Cold to north,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
240,-123.021939794,40.837180113,832260,CA4083712302219870830,EAST,Extended,Wildfire,-970,-150,125,368,650,1987/08/30 00:00:00+00,40.837,-123.022,10532,,5887,MTBS,,9,-9999,East   aka Bally?,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
241,-123.040358245,40.901824821,832261,CA4090212304019870830,RIPSTEIN,Extended,Wildfire,-970,-150,125,368,650,1987/08/30 00:00:00+00,40.902,-123.04,3404,,5888,MTBS,,22,-9999,Ripstein,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
242,-123.156630025,41.053564496,832262,CA4105412315719870830,CHINA,Extended,Wildfire,-970,-150,70,334,625,1987/08/30 00:00:00+00,41.051,-123.152,9132,,5889,MTBS,,8,0,China  Northern border with St. Clarie fire  from CDF perimeters,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
243,-123.107367661,40.993070174,832263,CA4099312310719870901,STRAUSE,Extended,Wildfire,-970,-150,125,368,650,1987/09/01 00:00:00+00,40.993,-123.107,6395,,5890,MTBS,,16,-9999,Strause,504503219870806,504503219880808,6,105,6105,"Trinity County, California",16112
244,-119.3109995,37.217410609,832264,CA3721711931119870622,UNNAMED,Extended,Wildfire,-970,-150,145,326,560,1987/06/22 00:00:00+00,37.217,-119.311,1445,,5891,MTBS,504203419870801,43,-9999,,504203419860729,504203419880803,6,19,6019,"Fresno County, California",1008654
245,-120.060383446,37.795795883,832265,CA3779612006019870830,HAMM,Extended,Wildfire,-970,-150,120,285,500,1987/08/30 00:00:00+00,37.796,-120.06,39333,,5892,MTBS,,7,-9999,,504303419870723,504303419880709,6,43,6043,"Mariposa County, California",17131
246,-119.937092457,37.731971982,832266,CA3773211993719870830,LARSON,Extended,Wildfire,-970,-150,110,308,550,1987/08/30 00:00:00+00,37.732,-119.937,49250,,5893,MTBS,504303419870925,43,-9999,,504303419870723,504303419880709,6,43,6043,"Mariposa County, California",17131
247,-120.132459546,37.91725783,832267,CA3791712013219870831,PAPER,Extended,Wildfire,-970,-150,120,306,540,1987/08/31 00:00:00+00,37.917,-120.132,49296,,5894,MTBS,,10,-9999,,504303419870723,504303419880709,6,109,6109,"Tuolumne County, California",55620
248,-119.876962223,37.931179871,832268,CA3793111987719870903,JARREL,Extended,Wildfire,-970,-150,120,317,560,1987/09/03 00:00:00+00,37.931,-119.877,1756,,5895,MTBS,,19,-9999,,504303419870723,504303419880709,6,109,6109,"Tuolumne County, California",55620
249,-120.967530981,39.551079826,832269,CA3955112096819870829,INDIAN,Extended,Wildfire,-970,-150,160,364,620,1987/08/29 00:00:00+00,39.551,-120.968,8803,,5896,MTBS,504403319871002,-6,-9999,,504403319870714,504403319880716,6,91,6091,"Sierra County, California",3236
250,-120.763935821,39.448638814,832270,CA3944912076419870829,PALMER,Extended,Wildfire,-970,-150,125,341,600,1987/08/29 00:00:00+00,39.449,-120.764,2130,,5897,MTBS,,17,-9999,,504303319870723,504303319880709,6,57,6057,"Nevada County, California",102241
251,-120.557511346,39.040756486,832271,CA3904112055819870831,BIG,Extended,Wildfire,-970,-150,100,291,525,1987/08/31 00:00:00+00,39.041,-120.558,1048,,5898,MTBS,,11,-9999,,504303319870723,504303319880709,6,61,6061,"Placer County, California",404739
252,-123.634051299,41.996600034,832275,CA4199712363419870830,LONGWOOD,Extended,Wildfire,-970,-150,125,392,695,1987/08/30 00:00:00+00,41.997,-123.634,10370,,5902,MTBS,,7,-9999,,504603119860725,504603119880730,6,15,6015,"Del Norte County, California",27743
253,-119.218973758,36.941784995,832301,CA3694211921919870801,UNNAMED,Initial,Wildfire,-970,-150,190,394,655,1987/08/01 00:00:00+00,36.942,-119.219,1318,,5929,MTBS,,48,-9999,,504203419860729,504203419870801,6,19,6019,"Fresno County, California",1008654
254,-114.505637888,33.0079432,832302,CA3299911450519870507,FERGUSONLK,Initial (SS),Wildfire,9999,9999,100,-9999,-9999,1987/05/07 00:00:00+00,32.999,-114.505,1692,,5930,MTBS,,-9999,-9999,,,503803719870602,6,25,6025,"Imperial County, California",179702
255,-119.750767657,38.019258854,832356,CA3801911975119870628,FROG,Extended,Wildfire,-970,-150,140,265,450,1987/06/28 00:00:00+00,38.019,-119.751,3451,,5986,MTBS,,22,-9999,Perimeter of fire hard to see.,504303419870723,504303419880709,6,109,6109,"Tuolumne County, California",55620
256,-119.595060845,37.665838751,832357,CA3766611959519870723,LOST BEAR,Extended,Wildfire,-970,-150,130,324,565,1987/07/23 00:00:00+00,37.666,-119.595,1823,,5987,MTBS,,9,-9999,,504203419860729,504203419880803,6,43,6043,"Mariposa County, California",17131
257,-116.249034544,34.009921945,832623,CA3407511623319870831,PAUL,Initial,Wildfire,-970,-150,20,9999,9999,1987/08/31 00:00:00+00,34.01,-116.248,1145,,10005343,MTBS,,-10,12,,504003619870819,504003619870904,6,65,6065,"Riverside County, California",2418185
258,-120.729063431,38.160932087,832629,CA3816012073319871015,BEAR MOUNTAIN 10,Initial (SS),Prescribed Fire,9999,9999,400,50,-9999,1987/10/15 00:00:00+00,38.163,-120.727,1261,,10006545,MTBS,,-9999,-9999,,,504303419880319,6,9,6009,"Calaveras County, California",45292
259,-114.482419735,32.97070962,832636,AZ3296711441719870210,IMPERIAL,Initial,Wildfire,-970,-150,30,9999,9999,1987/02/10 00:00:00+00,32.969,-114.482,1006,,10018026,MTBS,,14,20,,503803719870210,503803719870314,6,25,6025,"Imperial County, California",179702
260,-117.525463811,33.745785206,832648,CA3374811752419870909,SILVERADO,Extended,Wildfire,-970,-150,30,265,525,1987/09/09 00:00:00+00,33.746,-117.525,5553,,10020258,MTBS,504103619870927,0,28,,504003719870702,504003719880704,6,65,6065,"Riverside County, California",2418185
261,-118.552713094,35.472906458,832696,CA3547311855319880811,HAVILAH,Extended,Wildfire,-970,-150,70,207,390,1988/08/11 00:00:00+00,35.473,-118.553,1413,,6223,MTBS,,-7,-9999,,504103519870725,504103519890730,6,29,6029,"Kern County, California",909235
262,-121.204146078,39.239107157,832697,CA3924412120719880911,49R,Extended,Wildfire,-970,-150,60,246,470,1988/09/11 00:00:00+00,39.244,-121.207,36673,,6224,MTBS,,-51,-9999,,504403319880716,504403319890719,6,57,6057,"Nevada County, California",102241
263,-120.743152962,36.689266821,832698,CA3668912074319880620,LIGHTNING9,Initial,Wildfire,-970,-150,130,9999,9999,1988/06/20 00:00:00+00,36.689,-120.743,3878,,6225,MTBS,,90,-9999,,504303519860720,504303519880725,6,19,6019,"Fresno County, California",1008654
264,-119.89684876,35.478941633,832699,CA3547911989719880619,TWISSLEMAN,Initial,Wildfire,-970,-150,50,9999,9999,1988/06/19 00:00:00+00,35.479,-119.897,1823,,6226,MTBS,,-19,-9999,,504203519870630,504203519880702,6,29,6029,"Kern County, California",909235
265,-120.468742914,38.279032258,832700,CA3827912046919880719,MASON,Extended,Wildfire,-970,-150,75,309,575,1988/07/19 00:00:00+00,38.279,-120.469,4151,,6227,MTBS,504303319880826,0,-9999,,504303319870723,504303319890728,6,9,6009,"Calaveras County, California",45292
266,-118.695870607,34.43714399,832701,CA3443711869619880903,PIRU,Extended,Wildfire,-970,-150,20,350,9999,1988/09/03 00:00:00+00,34.437,-118.696,14273,,6228,MTBS,,-27,-9999,Piru-edited perimeter Ca. Dept Forestry CA-VNC-00000000-19880701 fire encompasse,504103619880609,504103619890527,6,37,6037,"Los Angeles County, California",10014009
267,-120.497551089,40.76579051,832702,CA4076612049819880829,BRANHAM II,Extended,Wildfire,-970,-150,-20,233,500,1988/08/29 00:00:00+00,40.766,-120.498,1850,,6230,MTBS,,-58,-9999,Branham II  Perimeter from 1988 image: ID  5044032008824610,504403219880801,504403219890804,6,35,6035,"Lassen County, California",32730
268,-122.094429554,38.429854128,832703,CA3843012209419880917,MILLER,Extended,Wildfire,-970,-150,60,268,510,1988/09/17 00:00:00+00,38.43,-122.094,35750,,6232,MTBS,,-33,-9999,,504403319880716,504403319890719,6,95,6095,"Solano County, California",453491
269,-122.275262277,38.87669953,832704,CA3887712227519880911,RUMSEY,Extended,Wildfire,-970,-150,110,265,470,1988/09/11 00:00:00+00,38.877,-122.275,1394,,6233,MTBS,,12,-9999,,504403319880716,504403319890719,6,113,6113,"Yolo County, California",216403
270,-122.12443379,38.615322492,832705,CA3861512212419880918,BLUE RIDGE,Extended,Wildfire,-970,-150,110,254,450,1988/09/18 00:00:00+00,38.615,-122.124,5130,,6234,MTBS,,-25,-9999,,504403319880716,504403319890719,6,113,6113,"Yolo County, California",216403
271,-119.240588628,34.299163623,832777,CA3429911924119880526,HALL-BARLOW CONTROLL,Extended,Prescribed Fire,-970,-150,120,234,405,1988/05/26 00:00:00+00,34.299,-119.241,2150,,6309,MTBS,504203619880531,-12,-9999,,504203619870801,504203619880904,6,111,6111,"Ventura County, California",843843
272,-119.535869052,37.159662739,832778,CA3716011953619880709,WYLE VMP 2,Initial,Prescribed Fire,-970,-150,80,297,550,1988/07/09 00:00:00+00,37.16,-119.536,1094,,6310,MTBS,,14,-9999,,504203419870801,504203419880803,6,39,6039,"Madera County, California",156255
273,-118.850907527,36.335111348,832779,CA3633511885119880901,GROUSE VMP,Extended,Prescribed Fire,-970,-150,110,297,530,1988/09/01 00:00:00+00,36.335,-118.851,1675,,6311,MTBS,,42,-9999,Hard to determine fire perimeter,504203519880702,504203519890705,6,107,6107,"Tulare County, California",473117
274,-120.494639631,35.111995787,832780,CA3511212049519881014,CAMPODOCINO,Extended,Prescribed Fire,-970,-150,35,156,320,1988/10/14 00:00:00+00,35.112,-120.495,1252,,6312,MTBS,,-31,-9999,,504203619870801,504203619890705,6,79,6079,"San Luis Obispo County, California",282424
275,-121.907050637,40.207038853,832781,CA4020712190719880818,GRAPEVINE,Extended,Prescribed Fire,-970,-150,50,313,600,1988/08/18 00:00:00+00,40.207,-121.907,1671,,6313,MTBS,,-20,-9999,Grapevine (grass fire should be initial assmnt)  fire record lat Long = 0  0,504403219880801,504403219890804,6,103,6103,"Tehama County, California",65829
276,-123.142899269,38.835008701,832782,CA3883512314319880816,COOLEY VMP,Extended,Prescribed Fire,-970,-150,50,259,500,1988/08/16 00:00:00+00,38.835,-123.143,2542,,6314,MTBS,504503319880824,-17,-9999,,504503319880707,504503319890710,6,45,6045,"Mendocino County, California",91601
